X,ID,RP,SP,RP_journey,SP_task,av_car,av_rail,time_car,cost_car,time_rail,cost_rail,access_rail,service_rail,female,business,income,choice
4003,251,0,1,NA,1,1,1,390,30,140,55,5,1,0,0,17262,1
4005,251,0,1,NA,3,1,1,300,30,155,75,25,2,0,0,17262,1
4006,251,0,1,NA,4,1,1,250,40,170,35,25,2,0,0,17262,1
4007,251,0,1,NA,5,1,1,275,30,130,75,25,2,0,0,17262,1
4008,251,0,1,NA,6,1,1,275,45,170,35,10,2,0,0,17262,4
4009,251,0,1,NA,7,1,1,275,50,120,75,15,3,0,0,17262,1
4011,251,0,1,NA,9,1,1,390,35,140,55,10,1,0,0,17262,1
4012,251,0,1,NA,10,1,1,345,35,140,45,25,3,0,0,17262,4
4013,251,0,1,NA,11,1,1,345,45,120,35,5,1,0,0,17262,4
4015,251,0,1,NA,13,1,1,275,45,140,65,15,2,0,0,17262,1
4016,251,0,1,NA,14,1,1,300,45,140,55,10,3,0,0,17262,4
4019,252,0,1,NA,1,1,1,300,40,170,35,25,2,1,1,56520,4
4021,252,0,1,NA,3,1,1,345,35,130,65,5,2,1,1,56520,4
4022,252,0,1,NA,4,1,1,275,40,140,55,20,1,1,1,56520,1
4023,252,0,1,NA,5,1,1,275,45,130,35,15,3,1,1,56520,4
4024,252,0,1,NA,6,1,1,250,50,140,55,25,1,1,1,56520,1
4026,252,0,1,NA,8,1,1,250,35,155,55,20,2,1,1,56520,1
4027,252,0,1,NA,9,1,1,300,35,140,45,20,2,1,1,56520,4
4028,252,0,1,NA,10,1,1,390,35,140,75,20,1,1,1,56520,1
4029,252,0,1,NA,11,1,1,275,50,155,35,20,1,1,1,56520,4
4030,252,0,1,NA,12,1,1,300,40,170,45,5,1,1,1,56520,4
4031,252,0,1,NA,13,1,1,345,45,130,45,10,1,1,1,56520,4
4049,254,1,0,1,NA,1,1,390,30,130,55,5,0,0,1,31569,1
4052,254,0,1,NA,2,1,1,345,40,130,45,10,1,0,1,31569,4
4053,254,0,1,NA,3,1,1,345,40,140,45,10,2,0,1,31569,1
4055,254,0,1,NA,5,1,1,390,30,140,65,25,1,0,1,31569,4
4056,254,0,1,NA,6,1,1,345,40,120,45,10,1,0,1,31569,4
4057,254,0,1,NA,7,1,1,300,40,170,45,15,2,0,1,31569,4
4059,254,0,1,NA,9,1,1,345,45,120,45,10,3,0,1,31569,4
4060,254,0,1,NA,10,1,1,250,35,170,45,25,2,0,1,31569,4
4061,254,0,1,NA,11,1,1,390,30,120,65,25,3,0,1,31569,4
4062,254,0,1,NA,12,1,1,250,50,140,65,20,1,0,1,31569,4
4066,255,1,0,2,NA,1,1,250,30,170,55,20,0,1,0,26301,1
4067,255,0,1,NA,1,1,1,275,50,140,35,15,3,1,0,26301,4
4068,255,0,1,NA,2,1,1,390,40,130,75,15,1,1,0,26301,4
4070,255,0,1,NA,4,1,1,300,40,170,35,5,3,1,0,26301,4
4071,255,0,1,NA,5,1,1,345,30,155,55,20,3,1,0,26301,4
4072,255,0,1,NA,6,1,1,275,40,170,35,25,3,1,0,26301,4
4073,255,0,1,NA,7,1,1,345,35,130,65,20,3,1,0,26301,1
4074,255,0,1,NA,8,1,1,300,50,130,75,5,2,1,0,26301,1
4075,255,0,1,NA,9,1,1,345,35,170,45,5,2,1,0,26301,4
4077,255,0,1,NA,11,1,1,300,45,140,45,10,3,1,0,26301,1
4079,255,0,1,NA,13,1,1,250,50,120,75,10,2,1,0,26301,1
4080,255,0,1,NA,14,1,1,300,35,170,35,25,2,1,0,26301,4
4081,256,1,0,1,NA,1,1,250,30,140,65,15,0,0,0,66659,4
4082,256,1,0,2,NA,1,1,345,40,155,45,5,0,0,0,66659,4
4083,256,0,1,NA,1,1,1,300,35,155,35,15,2,0,0,66659,4
4084,256,0,1,NA,2,1,1,300,35,155,45,15,3,0,0,66659,4
4085,256,0,1,NA,3,1,1,250,50,140,75,10,3,0,0,66659,1
4086,256,0,1,NA,4,1,1,275,35,140,65,20,3,0,0,66659,1
4087,256,0,1,NA,5,1,1,390,30,130,65,25,1,0,0,66659,1
4088,256,0,1,NA,6,1,1,390,35,130,35,10,1,0,0,66659,4
4089,256,0,1,NA,7,1,1,300,45,120,65,5,1,0,0,66659,4
4090,256,0,1,NA,8,1,1,300,40,155,35,5,2,0,0,66659,4
4091,256,0,1,NA,9,1,1,390,30,120,55,15,1,0,0,66659,4
4092,256,0,1,NA,10,1,1,275,40,170,55,25,2,0,0,66659,4
4093,256,0,1,NA,11,1,1,345,35,170,45,5,2,0,0,66659,4
4094,256,0,1,NA,12,1,1,275,50,155,55,15,2,0,0,66659,1
4095,256,0,1,NA,13,1,1,345,35,120,75,10,2,0,0,66659,4
4096,256,0,1,NA,14,1,1,250,50,120,65,10,1,0,0,66659,1
4097,257,1,0,1,NA,1,1,250,50,120,65,20,0,1,0,32156,1
4100,257,0,1,NA,2,1,1,275,45,170,55,25,3,1,0,32156,4
4101,257,0,1,NA,3,1,1,275,45,155,35,5,1,1,0,32156,1
4103,257,0,1,NA,5,1,1,390,35,155,65,15,3,1,0,32156,1
4104,257,0,1,NA,6,1,1,275,40,155,55,5,3,1,0,32156,1
4105,257,0,1,NA,7,1,1,250,45,170,35,15,3,1,0,32156,4
4106,257,0,1,NA,8,1,1,275,40,170,35,15,3,1,0,32156,1
4107,257,0,1,NA,9,1,1,275,30,155,65,25,2,1,0,32156,1
4108,257,0,1,NA,10,1,1,390,30,120,65,15,1,1,0,32156,4
4109,257,0,1,NA,11,1,1,275,50,120,55,5,3,1,0,32156,1
4110,257,0,1,NA,12,1,1,390,35,130,55,15,1,1,0,32156,1
4112,257,0,1,NA,14,1,1,345,30,140,65,15,1,1,0,32156,1
4113,258,1,0,1,NA,1,1,390,30,130,65,25,0,0,0,19086,1
4114,258,1,0,2,NA,1,1,250,40,155,75,25,0,0,0,19086,1
4116,258,0,1,NA,2,1,1,275,50,120,65,10,2,0,0,19086,4
4117,258,0,1,NA,3,1,1,300,30,140,75,25,2,0,0,19086,1
4118,258,0,1,NA,4,1,1,300,40,130,75,10,3,0,0,19086,1
4119,258,0,1,NA,5,1,1,300,45,120,35,10,2,0,0,19086,4
4120,258,0,1,NA,6,1,1,275,30,170,35,25,2,0,0,19086,4
4122,258,0,1,NA,8,1,1,345,35,170,35,15,1,0,0,19086,4
4123,258,0,1,NA,9,1,1,250,40,170,45,10,2,0,0,19086,4
4124,258,0,1,NA,10,1,1,345,35,155,35,10,1,0,0,19086,1
4125,258,0,1,NA,11,1,1,390,35,170,35,25,3,0,0,19086,4
4127,258,0,1,NA,13,1,1,250,40,170,35,25,2,0,0,19086,1
4128,258,0,1,NA,14,1,1,300,40,170,65,25,2,0,0,19086,1
4130,259,1,0,2,NA,1,1,345,50,155,45,5,0,1,0,48976,1
4131,259,0,1,NA,1,1,1,390,30,130,75,15,3,1,0,48976,4
4132,259,0,1,NA,2,1,1,345,45,120,45,5,1,1,0,48976,4
4134,259,0,1,NA,4,1,1,390,30,130,65,20,1,1,0,48976,4
4135,259,0,1,NA,5,1,1,250,45,155,45,20,1,1,0,48976,4
4139,259,0,1,NA,9,1,1,275,50,155,35,10,3,1,0,48976,4
4140,259,0,1,NA,10,1,1,390,35,120,75,15,2,1,0,48976,4
4141,259,0,1,NA,11,1,1,300,30,155,45,25,1,1,0,48976,4
4142,259,0,1,NA,12,1,1,300,35,155,45,20,1,1,0,48976,4
4144,259,0,1,NA,14,1,1,390,35,120,55,10,1,1,0,48976,1
4148,260,0,1,NA,2,1,1,300,30,170,55,25,2,1,0,36415,4
4150,260,0,1,NA,4,1,1,300,45,120,55,5,3,1,0,36415,1
4151,260,0,1,NA,5,1,1,345,30,170,45,10,2,1,0,36415,4
4152,260,0,1,NA,6,1,1,345,30,120,75,10,2,1,0,36415,4
4153,260,0,1,NA,7,1,1,250,50,120,45,20,2,1,0,36415,1
4154,260,0,1,NA,8,1,1,275,35,170,35,20,3,1,0,36415,4
4155,260,0,1,NA,9,1,1,275,50,120,45,15,3,1,0,36415,4
4156,260,0,1,NA,10,1,1,275,50,120,45,20,2,1,0,36415,1
4157,260,0,1,NA,11,1,1,300,45,170,35,5,3,1,0,36415,4
4158,260,0,1,NA,12,1,1,275,50,130,65,15,3,1,0,36415,1
4159,260,0,1,NA,13,1,1,345,30,140,75,5,2,1,0,36415,1
4160,260,0,1,NA,14,1,1,250,50,130,65,10,2,1,0,36415,1
4161,261,1,0,1,NA,1,1,250,50,120,75,5,0,1,1,67008,1
4162,261,1,0,2,NA,1,1,390,35,140,55,10,0,1,1,67008,4
4163,261,0,1,NA,1,1,1,390,40,170,35,5,2,1,1,67008,4
4164,261,0,1,NA,2,1,1,390,30,140,55,5,1,1,1,67008,4
4165,261,0,1,NA,3,1,1,300,30,155,75,25,2,1,1,67008,4
4166,261,0,1,NA,4,1,1,250,40,170,35,25,2,1,1,67008,4
4167,261,0,1,NA,5,1,1,275,30,130,75,25,2,1,1,67008,4
4168,261,0,1,NA,6,1,1,275,45,170,35,10,2,1,1,67008,4
4169,261,0,1,NA,7,1,1,275,50,120,75,15,3,1,1,67008,1
4170,261,0,1,NA,8,1,1,250,45,170,45,20,2,1,1,67008,4
4171,261,0,1,NA,9,1,1,345,35,140,45,25,3,1,1,67008,4
4172,261,0,1,NA,10,1,1,345,45,120,35,5,1,1,1,67008,4
4173,261,0,1,NA,11,1,1,250,50,130,75,15,3,1,1,67008,4
4174,261,0,1,NA,12,1,1,390,30,170,35,25,3,1,1,67008,4
4175,261,0,1,NA,13,1,1,275,45,140,65,15,2,1,1,67008,4
4176,261,0,1,NA,14,1,1,300,45,140,55,10,3,1,1,67008,4
4177,262,1,0,1,NA,1,1,275,45,130,35,15,0,0,0,27299,1
4178,262,1,0,2,NA,1,1,390,35,140,75,20,0,0,0,27299,1
4179,262,0,1,NA,1,1,1,300,40,170,35,25,2,0,0,27299,4
4180,262,0,1,NA,2,1,1,345,40,130,55,20,3,0,0,27299,4
4181,262,0,1,NA,3,1,1,390,35,140,45,20,1,0,0,27299,4
4182,262,0,1,NA,4,1,1,345,35,130,65,5,2,0,0,27299,4
4183,262,0,1,NA,5,1,1,275,40,140,55,20,1,0,0,27299,1
4184,262,0,1,NA,6,1,1,250,50,140,55,25,1,0,0,27299,1
4185,262,0,1,NA,7,1,1,390,30,130,75,10,2,0,0,27299,1
4186,262,0,1,NA,8,1,1,250,35,155,55,20,2,0,0,27299,1
4187,262,0,1,NA,9,1,1,300,35,140,45,20,2,0,0,27299,4
4189,262,0,1,NA,11,1,1,275,50,155,35,20,1,0,0,27299,4
4190,262,0,1,NA,12,1,1,300,40,170,45,5,1,0,0,27299,1
4191,262,0,1,NA,13,1,1,345,45,130,45,10,1,0,0,27299,4
4192,262,0,1,NA,14,1,1,275,50,120,75,5,3,0,0,27299,4
4193,263,1,0,1,NA,1,1,250,45,120,75,10,0,1,0,15548,1
4194,263,1,0,2,NA,1,1,250,40,155,45,25,0,1,0,15548,1
4196,263,0,1,NA,2,1,1,345,35,140,55,5,3,1,0,15548,1
4198,263,0,1,NA,4,1,1,300,40,140,55,25,3,1,0,15548,1
4200,263,0,1,NA,6,1,1,345,40,130,35,20,1,1,0,15548,4
4201,263,0,1,NA,7,1,1,345,35,130,75,15,2,1,0,15548,1
4202,263,0,1,NA,8,1,1,345,45,120,45,5,1,1,0,15548,1
4203,263,0,1,NA,9,1,1,345,30,170,35,15,1,1,0,15548,4
4204,263,0,1,NA,10,1,1,250,45,155,55,20,1,1,0,15548,1
4205,263,0,1,NA,11,1,1,300,45,155,65,20,3,1,0,15548,1
4206,263,0,1,NA,12,1,1,275,50,120,75,15,3,1,0,15548,1
4225,265,1,0,1,NA,1,1,250,45,170,35,25,0,1,0,22858,1
4226,265,1,0,2,NA,1,1,300,50,130,75,5,0,1,0,22858,1
4227,265,0,1,NA,1,1,1,275,50,140,35,15,3,1,0,22858,4
4228,265,0,1,NA,2,1,1,390,40,130,75,15,1,1,0,22858,1
4229,265,0,1,NA,3,1,1,390,40,120,75,20,3,1,0,22858,1
4230,265,0,1,NA,4,1,1,300,40,170,35,5,3,1,0,22858,4
4231,265,0,1,NA,5,1,1,345,30,155,55,20,3,1,0,22858,4
4232,265,0,1,NA,6,1,1,275,40,170,35,25,3,1,0,22858,4
4233,265,0,1,NA,7,1,1,345,35,130,65,20,3,1,0,22858,1
4234,265,0,1,NA,8,1,1,250,30,170,55,20,3,1,0,22858,1
4237,265,0,1,NA,11,1,1,300,45,140,45,10,3,1,0,22858,4
4238,265,0,1,NA,12,1,1,345,30,140,65,20,3,1,0,22858,1
4239,265,0,1,NA,13,1,1,250,50,120,75,10,2,1,0,22858,4
4240,265,0,1,NA,14,1,1,300,35,170,35,25,2,1,0,22858,4
4241,266,1,0,1,NA,1,1,390,30,130,65,25,0,0,0,61576,1
4242,266,1,0,2,NA,1,1,300,40,155,35,5,0,0,0,61576,1
4243,266,0,1,NA,1,1,1,250,30,140,65,15,1,0,0,61576,1
4244,266,0,1,NA,2,1,1,300,35,155,35,15,2,0,0,61576,4
4245,266,0,1,NA,3,1,1,300,35,155,45,15,3,0,0,61576,1
4246,266,0,1,NA,4,1,1,250,50,140,75,10,3,0,0,61576,1
4247,266,0,1,NA,5,1,1,275,35,140,65,20,3,0,0,61576,4
4248,266,0,1,NA,6,1,1,390,35,130,35,10,1,0,0,61576,4
4249,266,0,1,NA,7,1,1,300,45,120,65,5,1,0,0,61576,1
4250,266,0,1,NA,8,1,1,390,30,120,55,15,1,0,0,61576,4
4251,266,0,1,NA,9,1,1,275,40,170,55,25,2,0,0,61576,4
4252,266,0,1,NA,10,1,1,345,35,170,45,5,2,0,0,61576,4
4253,266,0,1,NA,11,1,1,275,50,155,55,15,2,0,0,61576,1
4254,266,0,1,NA,12,1,1,345,35,120,75,10,2,0,0,61576,4
4255,266,0,1,NA,13,1,1,250,50,120,65,10,1,0,0,61576,1
4256,266,0,1,NA,14,1,1,345,40,155,45,5,2,0,0,61576,4
4257,267,1,0,1,NA,1,1,300,45,155,65,20,0,1,0,70197,4
4259,267,0,1,NA,1,1,1,275,50,120,45,5,1,1,0,70197,4
4260,267,0,1,NA,2,1,1,275,45,170,55,25,3,1,0,70197,1
4261,267,0,1,NA,3,1,1,275,45,155,35,5,1,1,0,70197,4
4262,267,0,1,NA,4,1,1,390,35,155,65,15,3,1,0,70197,4
4263,267,0,1,NA,5,1,1,275,40,155,55,5,3,1,0,70197,4
4264,267,0,1,NA,6,1,1,250,50,120,65,20,2,1,0,70197,4
4265,267,0,1,NA,7,1,1,250,45,170,35,15,3,1,0,70197,4
4266,267,0,1,NA,8,1,1,275,40,170,35,15,3,1,0,70197,4
4267,267,0,1,NA,9,1,1,390,30,120,65,15,1,1,0,70197,4
4268,267,0,1,NA,10,1,1,275,50,120,55,5,3,1,0,70197,4
4269,267,0,1,NA,11,1,1,390,35,130,55,15,1,1,0,70197,4
4270,267,0,1,NA,12,1,1,300,45,170,45,5,1,1,0,70197,1
4271,267,0,1,NA,13,1,1,345,30,140,65,15,1,1,0,70197,1
4272,267,0,1,NA,14,1,1,250,40,140,75,20,2,1,0,70197,1
4273,268,1,0,1,NA,1,1,390,30,130,65,25,0,1,0,21703,1
4275,268,0,1,NA,1,1,1,250,50,130,55,10,1,1,0,21703,1
4276,268,0,1,NA,2,1,1,275,50,120,65,10,2,1,0,21703,4
4277,268,0,1,NA,3,1,1,300,30,140,75,25,2,1,0,21703,1
4279,268,0,1,NA,5,1,1,300,45,120,35,10,2,1,0,21703,4
4280,268,0,1,NA,6,1,1,275,30,170,35,25,2,1,0,21703,4
4281,268,0,1,NA,7,1,1,300,40,155,65,20,1,1,0,21703,4
4282,268,0,1,NA,8,1,1,345,35,170,35,15,1,1,0,21703,4
4283,268,0,1,NA,9,1,1,250,40,170,45,10,2,1,0,21703,4
4284,268,0,1,NA,10,1,1,345,35,155,35,10,1,1,0,21703,1
4285,268,0,1,NA,11,1,1,390,35,170,35,25,3,1,0,21703,1
4286,268,0,1,NA,12,1,1,250,45,140,65,25,2,1,0,21703,1
4287,268,0,1,NA,13,1,1,250,40,170,35,25,2,1,0,21703,4
4289,269,1,0,1,NA,1,1,390,40,155,65,25,0,0,0,47787,1
4291,269,0,1,NA,1,1,1,390,30,130,75,15,3,0,0,47787,1
4292,269,0,1,NA,2,1,1,345,45,120,45,5,1,0,0,47787,4
4293,269,0,1,NA,3,1,1,250,45,120,75,5,2,0,0,47787,1
4294,269,0,1,NA,4,1,1,300,45,130,75,15,3,0,0,47787,4
4295,269,0,1,NA,5,1,1,390,30,130,65,20,1,0,0,47787,1
4298,269,0,1,NA,8,1,1,275,40,130,65,20,1,0,0,47787,1
4299,269,0,1,NA,9,1,1,275,50,155,35,10,3,0,0,47787,4
4300,269,0,1,NA,10,1,1,345,50,155,45,5,3,0,0,47787,4
4301,269,0,1,NA,11,1,1,300,30,155,45,25,1,0,0,47787,4
4302,269,0,1,NA,12,1,1,300,35,155,45,20,1,0,0,47787,1
4303,269,0,1,NA,13,1,1,250,50,120,55,25,2,0,0,47787,4
4304,269,0,1,NA,14,1,1,390,35,120,55,10,1,0,0,47787,1
4305,270,1,0,1,NA,1,1,345,45,130,35,5,0,1,1,58784,1
4306,270,1,0,2,NA,1,1,250,50,130,65,10,0,1,1,58784,4
4307,270,0,1,NA,1,1,1,390,35,130,75,25,2,1,1,58784,4
4308,270,0,1,NA,2,1,1,300,30,170,55,25,2,1,1,58784,4
4309,270,0,1,NA,3,1,1,390,35,155,55,15,1,1,1,58784,4
4310,270,0,1,NA,4,1,1,300,45,120,55,5,3,1,1,58784,1
4311,270,0,1,NA,5,1,1,345,30,170,45,10,2,1,1,58784,4
4312,270,0,1,NA,6,1,1,345,30,120,75,10,2,1,1,58784,4
4313,270,0,1,NA,7,1,1,250,50,120,45,20,2,1,1,58784,4
4314,270,0,1,NA,8,1,1,275,35,170,35,20,3,1,1,58784,4
4315,270,0,1,NA,9,1,1,275,50,120,45,15,3,1,1,58784,4
4316,270,0,1,NA,10,1,1,275,50,120,45,20,2,1,1,58784,4
4317,270,0,1,NA,11,1,1,300,45,170,35,5,3,1,1,58784,4
4318,270,0,1,NA,12,1,1,275,50,130,65,15,3,1,1,58784,4
4319,270,0,1,NA,13,1,1,345,30,140,75,5,2,1,1,58784,4
4320,270,0,1,NA,14,1,1,390,35,140,55,5,1,1,1,58784,4
4337,272,1,0,1,NA,1,1,275,45,130,35,15,0,0,0,17466,4
4338,272,1,0,2,NA,1,1,250,35,155,55,20,0,0,0,17466,1
4339,272,0,1,NA,1,1,1,300,40,170,35,25,2,0,0,17466,4
4341,272,0,1,NA,3,1,1,390,35,140,45,20,1,0,0,17466,1
4342,272,0,1,NA,4,1,1,345,35,130,65,5,2,0,0,17466,1
4343,272,0,1,NA,5,1,1,275,40,140,55,20,1,0,0,17466,4
4344,272,0,1,NA,6,1,1,250,50,140,55,25,1,0,0,17466,1
4346,272,0,1,NA,8,1,1,300,35,140,45,20,2,0,0,17466,4
4347,272,0,1,NA,9,1,1,390,30,130,75,10,1,0,0,17466,1
4350,272,0,1,NA,12,1,1,300,40,170,45,5,1,0,0,17466,4
4369,274,1,0,1,NA,1,1,390,30,140,65,25,0,1,0,18122,1
4370,274,1,0,2,NA,1,1,300,50,140,65,5,0,1,0,18122,4
4371,274,0,1,NA,1,1,1,390,35,155,55,15,3,1,0,18122,1
4372,274,0,1,NA,2,1,1,345,40,130,45,10,1,1,0,18122,4
4373,274,0,1,NA,3,1,1,390,30,130,55,5,1,1,0,18122,1
4374,274,0,1,NA,4,1,1,345,40,140,45,10,2,1,0,18122,1
4375,274,0,1,NA,5,1,1,300,50,130,75,10,3,1,0,18122,1
4376,274,0,1,NA,6,1,1,345,40,120,45,10,1,1,0,18122,4
4377,274,0,1,NA,7,1,1,300,40,170,45,15,2,1,0,18122,4
4378,274,0,1,NA,8,1,1,345,45,120,45,10,3,1,0,18122,4
4379,274,0,1,NA,9,1,1,275,50,155,45,10,1,1,0,18122,4
4380,274,0,1,NA,10,1,1,250,35,170,45,25,2,1,0,18122,1
4383,274,0,1,NA,13,1,1,390,30,140,75,10,3,1,0,18122,1
4384,274,0,1,NA,14,1,1,345,40,140,35,5,3,1,0,18122,4
4385,275,1,0,1,NA,1,1,275,50,140,35,15,0,0,1,68774,1
4386,275,1,0,2,NA,1,1,300,35,170,35,25,0,0,1,68774,4
4387,275,0,1,NA,1,1,1,250,45,170,35,25,2,0,1,68774,4
4388,275,0,1,NA,2,1,1,390,40,130,75,15,1,0,1,68774,4
4389,275,0,1,NA,3,1,1,390,40,120,75,20,3,0,1,68774,4
4390,275,0,1,NA,4,1,1,300,40,170,35,5,3,0,1,68774,4
4391,275,0,1,NA,5,1,1,345,30,155,55,20,3,0,1,68774,4
4392,275,0,1,NA,6,1,1,275,40,170,35,25,3,0,1,68774,4
4393,275,0,1,NA,7,1,1,345,35,130,65,20,3,0,1,68774,1
4394,275,0,1,NA,8,1,1,300,50,130,75,5,2,0,1,68774,4
4395,275,0,1,NA,9,1,1,250,30,170,55,20,3,0,1,68774,4
4396,275,0,1,NA,10,1,1,345,35,170,45,5,2,0,1,68774,4
4397,275,0,1,NA,11,1,1,275,50,155,55,20,1,0,1,68774,4
4398,275,0,1,NA,12,1,1,300,45,140,45,10,3,0,1,68774,4
4399,275,0,1,NA,13,1,1,345,30,140,65,20,3,0,1,68774,4
4400,275,0,1,NA,14,1,1,250,50,120,75,10,2,0,1,68774,4
4401,276,1,0,1,NA,1,1,275,35,140,65,20,0,1,0,39882,1
4403,276,0,1,NA,1,1,1,250,30,140,65,15,1,1,0,39882,1
4404,276,0,1,NA,2,1,1,300,35,155,35,15,2,1,0,39882,4
4405,276,0,1,NA,3,1,1,300,35,155,45,15,3,1,0,39882,4
4408,276,0,1,NA,6,1,1,390,35,130,35,10,1,1,0,39882,1
4410,276,0,1,NA,8,1,1,300,40,155,35,5,2,1,0,39882,1
4411,276,0,1,NA,9,1,1,390,30,120,55,15,1,1,0,39882,4
4414,276,0,1,NA,12,1,1,345,35,120,75,10,2,1,0,39882,4
4416,276,0,1,NA,14,1,1,345,40,155,45,5,2,1,0,39882,4
4418,277,1,0,2,NA,1,1,345,30,140,65,15,0,1,1,19874,4
4419,277,0,1,NA,1,1,1,275,50,120,45,5,1,1,1,19874,4
4420,277,0,1,NA,2,1,1,275,45,170,55,25,3,1,1,19874,4
4421,277,0,1,NA,3,1,1,275,45,155,35,5,1,1,1,19874,4
4423,277,0,1,NA,5,1,1,390,35,155,65,15,3,1,1,19874,4
4424,277,0,1,NA,6,1,1,250,50,120,65,20,2,1,1,19874,1
4429,277,0,1,NA,11,1,1,275,50,120,55,5,3,1,1,19874,4
4430,277,0,1,NA,12,1,1,390,35,130,55,15,1,1,1,19874,4
4432,277,0,1,NA,14,1,1,250,40,140,75,20,2,1,1,19874,4
4449,279,1,0,1,NA,1,1,390,30,130,75,15,0,1,0,40426,1
4450,279,1,0,2,NA,1,1,300,35,155,45,20,0,1,0,40426,4
4451,279,0,1,NA,1,1,1,345,45,120,45,5,1,1,0,40426,4
4452,279,0,1,NA,2,1,1,250,45,120,75,5,2,1,0,40426,1
4453,279,0,1,NA,3,1,1,300,45,130,75,15,3,1,0,40426,1
4454,279,0,1,NA,4,1,1,390,30,130,65,20,1,1,0,40426,1
4455,279,0,1,NA,5,1,1,250,45,155,45,20,1,1,0,40426,1
4456,279,0,1,NA,6,1,1,390,40,155,65,25,1,1,0,40426,1
4457,279,0,1,NA,7,1,1,250,45,155,65,15,3,1,0,40426,1
4458,279,0,1,NA,8,1,1,275,40,130,65,20,1,1,0,40426,1
4459,279,0,1,NA,9,1,1,275,50,155,35,10,3,1,0,40426,4
4460,279,0,1,NA,10,1,1,345,50,155,45,5,3,1,0,40426,4
4461,279,0,1,NA,11,1,1,390,35,120,75,15,2,1,0,40426,1
4462,279,0,1,NA,12,1,1,300,30,155,45,25,1,1,0,40426,1
4463,279,0,1,NA,13,1,1,250,50,120,55,25,2,1,0,40426,4
4464,279,0,1,NA,14,1,1,390,35,120,55,10,1,1,0,40426,4
4481,281,1,0,1,NA,1,1,300,30,155,75,25,0,0,1,56563,1
4482,281,1,0,2,NA,1,1,390,35,140,55,10,0,0,1,56563,4
4483,281,0,1,NA,1,1,1,390,40,170,35,5,2,0,1,56563,4
4484,281,0,1,NA,2,1,1,390,30,140,55,5,1,0,1,56563,4
4485,281,0,1,NA,3,1,1,250,50,120,75,5,3,0,1,56563,1
4486,281,0,1,NA,4,1,1,250,40,170,35,25,2,0,1,56563,4
4487,281,0,1,NA,5,1,1,275,30,130,75,25,2,0,1,56563,4
4488,281,0,1,NA,6,1,1,275,45,170,35,10,2,0,1,56563,4
4489,281,0,1,NA,7,1,1,275,50,120,75,15,3,0,1,56563,4
4490,281,0,1,NA,8,1,1,250,45,170,45,20,2,0,1,56563,1
4491,281,0,1,NA,9,1,1,345,35,140,45,25,3,0,1,56563,1
4492,281,0,1,NA,10,1,1,345,45,120,35,5,1,0,1,56563,4
4493,281,0,1,NA,11,1,1,250,50,130,75,15,3,0,1,56563,4
4494,281,0,1,NA,12,1,1,390,30,170,35,25,3,0,1,56563,4
4495,281,0,1,NA,13,1,1,275,45,140,65,15,2,0,1,56563,4
4496,281,0,1,NA,14,1,1,300,45,140,55,10,3,0,1,56563,4
4497,282,1,0,1,NA,1,1,275,45,130,35,15,0,1,1,66220,4
4498,282,1,0,2,NA,1,1,345,45,130,45,10,0,1,1,66220,4
4500,282,0,1,NA,2,1,1,345,40,130,55,20,3,1,1,66220,1
4503,282,0,1,NA,5,1,1,275,40,140,55,20,1,1,1,66220,4
4504,282,0,1,NA,6,1,1,250,50,140,55,25,1,1,1,66220,1
4506,282,0,1,NA,8,1,1,250,35,155,55,20,2,1,1,66220,4
4507,282,0,1,NA,9,1,1,300,35,140,45,20,2,1,1,66220,4
4509,282,0,1,NA,11,1,1,390,35,140,75,20,1,1,1,66220,4
4510,282,0,1,NA,12,1,1,275,50,155,35,20,1,1,1,66220,1
4513,283,1,0,1,NA,1,1,345,40,130,35,20,0,0,0,55598,4
4514,283,1,0,2,NA,1,1,250,40,155,45,25,0,0,0,55598,1
4517,283,0,1,NA,3,1,1,275,45,130,55,20,3,0,0,55598,1
4518,283,0,1,NA,4,1,1,300,40,140,55,25,3,0,0,55598,1
4519,283,0,1,NA,5,1,1,250,45,120,75,10,2,0,0,55598,1
4522,283,0,1,NA,8,1,1,345,45,120,45,5,1,0,0,55598,4
4523,283,0,1,NA,9,1,1,345,30,170,35,15,1,0,0,55598,4
4524,283,0,1,NA,10,1,1,250,45,155,55,20,1,0,0,55598,1
4525,283,0,1,NA,11,1,1,300,45,155,65,20,3,0,0,55598,4
4526,283,0,1,NA,12,1,1,275,50,120,75,15,3,0,0,55598,1
4527,283,0,1,NA,13,1,1,345,30,155,55,10,2,0,0,55598,4
4545,285,1,0,1,NA,1,1,390,40,130,75,15,0,0,1,54177,1
4547,285,0,1,NA,1,1,1,250,45,170,35,25,2,0,1,54177,4
4548,285,0,1,NA,2,1,1,275,50,140,35,15,3,0,1,54177,4
4549,285,0,1,NA,3,1,1,390,40,120,75,20,3,0,1,54177,4
4554,285,0,1,NA,8,1,1,300,50,130,75,5,2,0,1,54177,1
4555,285,0,1,NA,9,1,1,250,30,170,55,20,3,0,1,54177,1
4557,285,0,1,NA,11,1,1,300,45,140,45,10,3,0,1,54177,1
4559,285,0,1,NA,13,1,1,250,50,120,75,10,2,0,1,54177,1
4578,287,1,0,2,NA,1,1,275,40,170,35,15,0,1,0,51254,1
4579,287,0,1,NA,1,1,1,275,50,120,45,5,1,1,0,51254,4
4580,287,0,1,NA,2,1,1,275,45,170,55,25,3,1,0,51254,1
